date,total_cases,new_cases,normalized_new_cases,new_cases_smoothed,total_deaths,new_deaths,normalized_new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
20200419,769687,26062,0.086739754,28314.571,42978,1976,0.441366987,2183.429,2325.32,78.737,85.542,129.842,5.97,6.596,1.03,,,,,,,,,134252,4606840,13.918,0.406,161747,0.489,0.172,5.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,43.2
20200420,799507,29820,0.099247159,28726.143,45213,2235,0.499218226,2214.857,2415.41,90.09,86.785,136.594,6.752,6.691,1.03,,,,,,,,,159950,4766790,14.401,0.483,168285,0.508,0.166,6,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200421,825433,25926,0.086287118,28313,47715,2502,0.558856377,2223.714,2493.735,78.326,85.537,144.153,7.559,6.718,1.02,,,,,,,,,221046,4987836,15.069,0.668,176653,0.534,0.158,6.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200422,854344,28911,0.096221818,28813.429,50180,2465,0.550591914,2202.714,2581.079,87.344,87.049,151.6,7.447,6.655,1.01,,,,,,,,,235687,5223523,15.781,0.712,185730,0.561,0.154,6.5,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200423,887956,33612,0.111867724,29329.143,52641,2461,0.549698459,2246.429,2682.625,101.546,88.607,159.035,7.435,6.787,1,,,,,,,,,232849,5456372,16.484,0.703,192694,0.582,0.149,6.7,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200424,920283,32327,0.107590977,29223.571,54827,2186,0.488273397,2256.857,2780.289,97.664,88.288,165.639,6.604,6.818,1,,,,,,,,,259166,5715538,17.267,0.783,201428,0.609,0.145,6.9,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200425,950663,30380,0.101110956,29576.857,56545,1718,0.383739111,2220.429,2872.071,91.782,89.355,170.829,5.19,6.708,1,,,,,,,,,219398,5934936,17.93,0.663,208907,0.631,0.144,6.9,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200426,977151,26488,0.088157571,29637.714,57949,1404,0.313602859,2138.714,2952.094,80.024,89.539,175.071,4.242,6.461,0.99,,,,,,,,,171499,6106435,18.448,0.518,214228,0.647,0.14,7.1,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,40.04
20200427,1000866,23715,0.07892845,28765.571,59468,1519,0.339289703,2036.429,3023.74,71.646,86.904,179.66,4.589,6.152,0.97,,,,,,,,,225703,6332138,19.13,0.682,223621,0.676,0.132,7.6,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200428,1025441,24575,0.081790709,28572.571,61694,2226,0.497207952,1997,3097.984,74.244,86.321,186.385,6.725,6.033,0.97,,,,,,,,,269586,6601724,19.945,0.814,230555,0.697,0.128,7.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200429,1051900,26459,0.088061053,28222.286,64100,2406,0.537413447,1988.571,3177.92,79.936,85.263,193.654,7.269,6.008,0.96,,,,,,,,,294565,6896289,20.835,0.89,238967,0.722,0.122,8.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200430,1081105,29205,0.097200312,27592.714,66291,2191,0.489390217,1950,3266.152,88.232,83.361,200.273,6.619,5.891,0.96,,,,,,,,,322400,7218689,21.809,0.974,251760,0.761,0.116,8.6,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200501,1116012,34907,0.116177753,27961.286,68205,1914,0.427518428,1911.143,3371.61,105.458,84.475,206.056,5.782,5.774,0.97,,,,,,,,,336440,7555129,22.825,1.016,262799,0.794,0.108,9.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200502,1143360,27348,0.091019829,27528.143,69935,1730,0.386419477,1912.857,3454.232,82.622,83.166,211.282,5.227,5.779,0.96,,,,,,,,,268227,7823356,23.635,0.81,269774,0.815,0.103,9.7,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200503,1167681,24321,0.080945344,27218.571,71132,1197,0.26736654,1883.286,3527.709,73.477,82.231,214.899,3.616,5.69,0.96,,,,,,,,,215430,8038786,24.286,0.651,276050,0.834,0.101,9.9,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,31.37
20200504,1191749,24068,0.080103308,27269,72521,1389,0.310252401,1864.714,3600.421,72.712,82.383,219.095,4.196,5.634,0.95,,,,,,,,,250714,8289500,25.044,0.757,279623,0.845,0.098,10.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200505,1216277,24528,0.081634283,27262.286,74737,2216,0.494974313,1863.286,3674.523,74.102,82.363,225.79,6.695,5.629,0.94,,,,,,,,,319345,8608845,26.008,0.965,286732,0.866,0.096,10.4,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200506,1240846,24569,0.08177074,26992.286,77046,2309,0.515747152,1849.429,3748.749,74.226,81.547,232.766,6.976,5.587,0.92,,,,,,,,,359466,8968311,27.094,1.086,296003,0.894,0.091,11,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200507,1268275,27429,0.091289414,26738.571,78971,1925,0.42997543,1811.429,3831.616,82.866,80.781,238.581,5.816,5.473,0.91,,,,,,,,,362137,9330448,28.188,1.094,301680,0.911,0.089,11.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200508,1295105,26830,0.089295818,25584.714,80730,1759,0.392897029,1789.286,3912.673,81.057,77.295,243.895,5.314,5.406,0.91,,,,,,,,,403030,9733478,29.406,1.218,311193,0.94,0.086,11.6,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200509,1320281,25176,0.083790962,25274.429,82193,1463,0.326781327,1751.143,3988.732,76.06,76.357,248.315,4.42,5.29,0.91,,,,,,,,,335338,10068816,30.419,1.013,320780,0.969,0.082,12.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200510,1339086,18805,0.062586949,24486.429,83180,987,0.22046013,1721.143,4045.545,56.812,73.977,251.297,2.982,5.2,0.91,,,,,,,,,248726,10317542,31.171,0.751,325537,0.983,0.078,12.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,28.1
20200511,1358384,19298,0.064227756,23805,84224,1044,0.23319187,1671.857,4103.846,58.302,71.918,254.451,3.154,5.051,0.91,,,,,,,,,319564,10637106,32.136,0.965,335372,1.013,0.075,13.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200512,1381311,22927,0.076305822,23576.286,85822,1598,0.356935448,1583.571,4173.112,69.265,71.227,259.279,4.828,4.784,0.91,,,,,,,,,421505,11058611,33.409,1.273,349967,1.057,0.072,13.9,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200513,1401744,20433,0.068005272,22985.429,87545,1723,0.38485593,1499.857,4234.842,61.731,69.442,264.484,5.205,4.531,0.92,,,,,,,,,450107,11508718,34.769,1.36,362915,1.096,0.069,14.5,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200514,1428561,26817,0.089252551,22898,89328,1783,0.398257762,1479.571,4315.86,81.017,69.178,269.871,5.387,4.47,0.93,,,,,,,,,449849,11958567,36.128,1.359,375446,1.134,0.066,15.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200515,1453294,24733,0.082316566,22598.429,90995,1667,0.372347554,1466.429,4390.581,74.721,68.273,274.907,5.036,4.43,0.93,,,,,,,,,445020,12403587,37.473,1.344,381444,1.152,0.065,15.4,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200516,1477429,24135,0.080326298,22449.714,92196,1201,0.268259996,1429,4463.496,72.915,67.823,278.536,3.628,4.317,0.94,,,,,,,,,365620,12769207,38.577,1.105,385770,1.165,0.064,15.6,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200517,1495817,18388,0.061199087,22390.143,93021,825,0.184275184,1405.857,4519.048,55.552,67.643,281.028,2.492,4.247,0.95,,,,,,,,,304255,13073462,39.497,0.919,393703,1.189,0.062,16.1,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,24.79
20200518,1518206,22389,0.074515247,22831.714,94243,1222,0.272950637,1431.286,4586.688,67.64,68.977,284.72,3.692,4.324,0.96,,,,,,,,,352500,13425962,40.561,1.065,398408,1.204,0.063,15.9,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200519,1539185,20979,0.069822473,22553.429,95702,1459,0.325887871,1411.429,4650.069,63.38,68.137,289.128,4.408,4.264,0.96,,,,,,,,,433192,13859154,41.87,1.309,400078,1.209,0.062,16.1,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200520,1561910,22725,0.075633524,22880.857,97202,1500,0.33504579,1379.571,4718.724,68.655,69.126,293.659,4.532,4.168,0.96,,,,,,,,,462235,14321389,43.267,1.396,401810,1.214,0.062,16.1,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200521,1587679,25769,0.085764589,22731.143,98389,1187,0.265132901,1294.429,4796.575,77.851,68.674,297.245,3.586,3.911,0.95,,,,,,,,,459028,14780417,44.653,1.387,403121,1.218,0.061,16.4,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200522,1611328,23649,0.078708788,22576.286,99609,1220,0.272503909,1230.571,4868.021,71.447,68.206,300.931,3.686,3.718,0.94,,,,,,,,,491203,15271620,46.137,1.484,409719,1.238,0.06,16.7,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200523,1632427,21099,0.070221858,22142.571,100697,1088,0.243019879,1214.429,4931.764,63.743,66.895,304.218,3.287,3.669,0.94,,,,,,,,,389893,15661513,47.315,1.178,413187,1.248,0.058,17.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200524,1652504,20077,0.06682043,22383.857,101337,640,0.14295287,1188,4992.419,60.655,67.624,306.152,1.934,3.589,0.95,,,,,,,,,346160,16007673,48.361,1.046,419173,1.266,0.057,17.5,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,20.36
20200525,1671166,18662,0.062111016,21851.429,101934,597,0.133348224,1098.714,5048.8,56.38,66.016,307.955,1.804,3.319,0.94,,,,,,,,,328959,16336632,49.355,0.994,415810,1.256,0.055,18.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200526,1690829,19663,0.065442552,21663.429,102612,678,0.151440697,987.143,5108.204,59.404,65.448,310.004,2.048,2.982,0.94,,,,,,,,,460447,16797079,50.746,1.391,419704,1.268,0.053,18.9,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200527,1709380,18551,0.061741585,21067.143,104069,1457,0.325441144,981,5164.249,56.045,63.646,314.405,4.402,2.964,0.94,,,,,,,,,552792,17349871,52.416,1.67,432640,1.307,0.051,19.6,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200528,1731700,22320,0.0742856,20574.429,105162,1093,0.244136699,967.571,5231.68,67.431,62.158,317.707,3.302,2.923,0.95,,,,,,,,,534988,17884859,54.032,1.616,443492,1.34,0.048,20.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200529,1756178,24478,0.081467873,20692.857,106291,1129,0.252177798,954.571,5305.631,73.951,62.516,321.118,3.411,2.884,0.97,,,,,,,,,545020,18429879,55.679,1.647,451180,1.363,0.047,21.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200530,1779810,23632,0.078652209,21054.714,107245,954,0.213089122,935.429,5377.026,71.395,63.609,324,2.882,2.826,0.98,,,,,,,,,452956,18882835,57.047,1.368,460189,1.39,0.047,21.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200531,1798793,18983,0.06317937,20898.429,107861,616,0.137592138,932,5434.376,57.35,63.137,325.861,1.861,2.816,0.98,,,,,,,,,373105,19255940,58.175,1.127,464038,1.402,0.047,21.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,16.99
20200601,1816207,17414,0.057957412,20720.143,108639,778,0.173777083,957.857,5486.986,52.61,62.598,328.212,2.35,2.894,0.98,,,,,,,,,438668,19694608,59.5,1.325,479711,1.449,0.045,22.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200602,1837709,21502,0.071563126,20982.857,109619,980,0.218896583,1001,5551.947,64.96,63.392,331.173,2.961,3.024,0.98,,,,,,,,,521156,20215764,61.074,1.574,488384,1.475,0.045,22.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200603,1857566,19857,0.066088224,21169.429,110627,1008,0.225150771,936.857,5611.937,59.99,63.955,334.218,3.045,2.83,0.98,,,,,,,,,581794,20797558,62.832,1.758,492527,1.488,0.045,22.2,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200604,1879224,21658,0.072082327,21074.857,111633,1006,0.224704043,924.429,5677.368,65.432,63.67,337.257,3.039,2.793,0.98,,,,,,,,,617728,21415286,64.698,1.866,504347,1.524,0.044,22.7,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200605,1904627,25403,0.084546465,21207,112523,890,0.198793835,890.286,5754.114,76.746,64.069,339.946,2.689,2.69,0.98,,,,,,,,,572502,21987788,66.428,1.73,508273,1.536,0.044,22.7,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200606,1925769,21142,0.070364971,20851.286,113165,642,0.143399598,845.714,5817.987,63.873,62.994,341.885,1.94,2.555,0.98,,,,,,,,,464172,22451960,67.83,1.402,509875,1.54,0.043,23.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200607,1943697,17928,0.059668111,20700.571,113625,460,0.102747375,823.429,5872.149,54.163,62.539,343.275,1.39,2.488,0.99,,,,,,,,,405354,22857314,69.055,1.225,514482,1.554,0.043,23.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,14.98
20200608,1961313,17616,0.05862971,20729.429,114133,508,0.113468841,784.857,5925.37,53.22,62.626,344.81,1.535,2.371,0.99,,,,,,,,,448703,23306017,70.41,1.356,515916,1.559,0.043,23.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200609,1979696,18383,0.061182446,20283.857,115041,908,0.202814385,774.571,5980.907,55.537,61.28,347.553,2.743,2.34,1,,,,,,,,,559559,23865576,72.101,1.69,521402,1.575,0.042,23.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200610,2000807,21111,0.070261797,20463,115919,878,0.196113469,756,6044.686,63.779,61.821,350.206,2.653,2.284,1.02,,,,,,,,,627854,24493430,73.998,1.897,527982,1.595,0.042,23.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200611,2023973,23166,0.077101264,20678.429,116750,831,0.185615367,731,6114.673,69.987,62.472,352.716,2.511,2.208,1.04,,,,,,,,,614401,25107831,75.854,1.856,527506,1.594,0.042,23.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200612,2048801,24828,0.082632746,20596.286,117578,828,0.184945276,722.143,6189.682,75.008,62.224,355.218,2.501,2.182,1.06,,,,,,,,,616102,25723933,77.715,1.861,533735,1.612,0.042,23.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200613,2074013,25212,0.083910777,21177.714,118315,737,0.164619165,735.714,6265.85,76.169,63.98,357.444,2.227,2.223,1.08,,,,,,,,,531515,26255448,79.321,1.606,543355,1.642,0.042,23.8,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200614,2092954,18941,0.063039586,21322.429,118663,348,0.077730623,719.714,6323.073,57.223,64.418,358.496,1.051,2.174,1.09,,,,,,,,,413006,26668454,80.569,1.248,544449,1.645,0.043,23.3,tests performed,,,,,,,,,,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,13.73
20200615,2112781,19827,0.065988378,21638.286,119059,396,0.088452088,703.714,6382.973,59.9,65.372,359.692,1.196,2.126,1.11,,,,,,,,,506015,27174469,82.097,1.529,552636,1.67,0.043,23.3,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200616,2136448,23667,0.078768696,22393.143,119871,812,0.181371454,690,6454.474,71.501,67.652,362.145,2.453,2.085,1.14,,,,,,,,,672473,27846942,84.129,2.032,568767,1.718,0.044,22.7,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200617,2163520,27072,0.090101244,23244.714,120610,739,0.165065892,670.143,6536.262,81.788,70.225,364.378,2.233,2.025,1.17,,,,,,,,,705514,28552456,86.261,2.131,579861,1.752,0.044,22.7,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200618,2192057,28537,0.094977069,24012,121298,688,0.153674335,649.714,6622.476,86.214,72.543,366.456,2.079,1.963,1.19,,,,,,,,,701608,29254064,88.38,2.12,592319,1.789,0.046,21.7,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200619,2223601,31544,0.10498499,24971.429,121926,628,0.140272504,621.143,6717.774,95.298,75.442,368.354,1.897,1.877,1.21,,,,,,,,,704094,29958158,90.507,2.127,604889,1.827,0.046,21.7,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200620,2255881,32280,0.107434551,25981.143,122484,558,0.124637034,595.571,6815.296,97.522,78.492,370.039,1.686,1.799,1.24,,,,,,,,,583973,30542131,92.272,1.764,612383,1.85,0.048,20.8,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200621,2281031,25150,0.083704429,26868.143,122802,318,0.071029707,591.286,6891.277,75.981,81.172,371,0.961,1.786,1.25,,,,,,,,,421208,30963339,93.544,1.273,613555,1.854,0.05,20,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,14.18
20200622,2313175,32144,0.106981915,28627.714,123210,408,0.091132455,593,6988.388,97.111,86.488,372.233,1.233,1.792,1.28,,,,,,,,,547488,31510827,95.198,1.654,619480,1.872,0.051,19.6,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200623,2350247,37072,0.123383323,30542.714,123959,749,0.167299531,584,7100.387,111.999,92.273,374.495,2.263,1.764,1.29,,,,,,,,,700083,32210910,97.313,2.115,623424,1.883,0.054,18.5,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200624,2386125,35878,0.119409443,31800.714,124695,736,0.164395801,583.571,7208.779,108.392,96.074,376.719,2.224,1.763,1.29,,,,,,,,,766342,32977252,99.628,2.315,632114,1.91,0.056,17.9,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200625,2426451,40326,0.134213312,33484.857,125232,537,0.119946393,562,7330.609,121.83,101.162,378.341,1.622,1.698,1.29,,,,,,,,,771209,33748461,101.958,2.33,642057,1.94,0.058,17.2,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200626,2472450,45999,0.153094235,35549.857,125860,628,0.140272504,562,7469.578,138.969,107.401,380.239,1.897,1.698,1.3,,,,,,,,,809551,34558012,104.404,2.446,657122,1.985,0.06,16.7,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200627,2513780,41330,0.137554832,36842.714,126363,503,0.112352021,554.143,7594.441,124.863,111.306,381.758,1.52,1.674,1.3,,,,,,,,,693378,35251390,106.499,2.095,672751,2.032,0.062,16.1,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200628,2554514,40734,0.13557122,39069,126682,319,0.071253071,554.286,7717.503,123.062,118.032,382.722,0.964,1.675,1.29,,,,,,,,,565869,35817259,108.208,1.71,693417,2.095,0.063,15.9,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,15.56
20200629,2595813,41299,0.137451658,40376.857,127068,386,0.08621845,551.143,7842.273,124.769,121.983,383.888,1.166,1.665,1.29,,,,,,,,,664431,36481690,110.216,2.007,710123,2.145,0.063,15.9,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200630,2642233,46420,0.15449541,41712.286,127623,555,0.123966942,523.429,7982.513,140.241,126.018,385.565,1.677,1.581,1.28,,,,,,,,,855565,37337255,112.8,2.585,732335,2.212,0.063,15.9,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
20200701,2694053,51820,0.172467733,43989.714,128325,702,0.15680143,518.571,8139.068,156.555,132.898,387.686,2.121,1.567,1.27,,,,,,,,,884123,38221378,115.472,2.671,749161,2.263,0.065,15.4,tests performed,,,,,,,,,,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
